PubMed ID	URL	PDF	First Author	Authors	Year	Journal	Judgement	Outcome category	Outcome subcategory	Animal	Animal subtype	Animal age	Animal gender	Animal weight	Injury height	Injury type	Outcome name	Outcome further detail name	Outcome further detail value	Injury location	Injury device	Injury device detail	Treatment type	Treatment detail	Treatment application	Treatment  dosage	Injured treated	Injured control	Sham control	Trend	Timepoint	Animal weight, lightest (g)	Animal weight, heaviest (g)	BBB timepoint (days)	BBB value (Treated)	BBB value (Control)
9872457	9872457	Open PDF	Resnick	Resnick DK, Graham SH, Dixon CE, Marion DW.	1998	J Neurotrauma	No effect	Non-functional	Inflammation	Rat	Long-Evans	Adult	Male	275-340 g	Thoracic	Contusion	Pro-inflammatory Cytokine	COX2 expression in neurons and blood vessels			NYU impactor	12.5 or 25 g x cm	Systemic	SC58125	Oral	3 mg/kg	8	8		Increase		>=200, <300	>=300, <400			
10412796	10412796	Open PDF	Yu, WR	Yu WR, Westergren H, Farooque M, Holtz A, Olsson Y.	1999	Acta Neuropathol	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	387 g	Thoracic	Compression	Lesion volume	fibronectin, possible reason: less vasogenic edema				50 g	Systemic	Hypothermia		30_C	5	5		Decrease		>=300, <400	>=300, <400			
10412796	10412796	Open PDF	Yu, WR	Yu WR, Westergren H, Farooque M, Holtz A, Olsson Y.	1999	Acta Neuropathol	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	387  g	Thoracic	Compression	Lesion volume	cord cross sectional area, possible reason: reduced edema				50 g	Systemic	Hypothermia		30_C	5	5		Decrease		>=300, <400	>=300, <400			
10412796	10412796	Open PDF	Yu, WR	Yu WR, Westergren H, Farooque M, Holtz A, Olsson Y.	1999	Acta Neuropathol	Positive	Non-functional	Inflammation	Rat	SD	Adult	Male	387 g	Thoracic	Compression	Inflammation	albumin, possible reason: less vasogenic edema				50 g	Systemic	Hypothermia		30_C	5	5		Decrease		>=300, <400	>=300, <400			
10412796	10412796	Open PDF	Yu, WR	Yu WR, Westergren H, Farooque M, Holtz A, Olsson Y.	1999	Acta Neuropathol	Positive	Non-functional	Inflammation	Rat	SD	Adult	Male	387 g	Thoracic	Compression	Inflammation	fibrinogen, possible reason: less vasogenic edema				50 g	Systemic	Hypothermia		30_C	5	5		Decrease		>=300, <400	>=300, <400			
10438114	10438114	Open PDF	S_zer	S_zer T, Coskun E, Islekel H, Tahta K.	1999	Spinal Cord	Positive	Non-functional	Secondary degeneration	Rat	albino	Adult	Male	210-310 g	Thoracic	Compression	Oxidative stress	lipid peroxidation (MDA levels)			Extradural Aneurysm Clip	50 g	Systemic	Magnesium	Subcutaneous	600 mg/kg	10	10		Decrease	1 d	>=200, <300	>=300, <400			
10438114	10438114	Open PDF	S_zer	S_zer T, Coskun E, Islekel H, Tahta K.	1999	Spinal Cord	Positive	Functional	Electrophysiology	Rat	albino	Adult	Male	210-310 g	Thoracic	Compression	Somatosensory evoked potentials				Extradural Aneurysm Clip	50 g	Systemic	Magnesium	Subcutaneous	600 mg/kg	10	10		Increase	3h	>=200, <300	>=300, <400			
10438114	10438114	Open PDF	S_zer	S_zer T, Coskun E, Islekel H, Tahta K.	1999	Spinal Cord	No effect	Non-functional	Secondary degeneration	Rat	albino	Adult	Male	210-310 g	Thoracic	Compression	Oxidative stress	lipid peroxidation (MDA levels)			Extradural Aneurysm Clip	50 g	Systemic	Magnesium	Subcutaneous	300 mg/kg	10	10		No change	1 d	>=200, <300	>=300, <400			
10438114	10438114	Open PDF	S_zer	S_zer T, Coskun E, Islekel H, Tahta K.	1999	Spinal Cord	No effect	Functional	Electrophysiology	Rat	albino	Adult	Male	210-310 g	Thoracic	Compression	Somatosensory evoked potentials				Extradural Aneurysm Clip	50 g	Systemic	Magnesium	Subcutaneous	300 mg/kg	10	10		No change	3h	>=200, <300	>=300, <400			
10543012	10543012	Open PDF	Thomas	Thomas AJ, Nockels RP, Pan HQ, Shaffrey CI, Chopp M.	1999	Spine	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	295-305 g	Thoracic	Contusion	Lesion volume	intact white matter [%]	 53 [31]		NYU impactor	10 g x 25 mm	Systemic	Progesterone	Intraperitoneal	4 mg/kg	10	10		Decrease	6 w	>=200, <300	>=300, <400		53	31
10543012	10543012	Open PDF	Thomas	Thomas AJ, Nockels RP, Pan HQ, Shaffrey CI, Chopp M.	1999	Spine	Positive	Functional	Locomotor test	Rat	SD	Adult	Male	295-305 g	Thoracic	Contusion	BBB		15.5 [10.3]		NYU impactor	10 g x 25 mm	Systemic	Progesterone	Intraperitoneal	4 mg/kg	10	10		Increase	6 w	>=200, <300	>=300, <400	42	15,5	10,3
10557125	10557125	Open PDF	Westergren	Westergren H, Yu WR, Farooque M, Holtz A, Olsson Y.	1999	Spinal Cord	Positive	Non-functional	Neuroprotection	Rat	SD	Adult	Male	387  g	Thoracic	Compression	Axonal damage	b-APP				50 g	Systemic	Hypothermia		30_C	5	5		Decrease		>=300, <400	>=300, <400			
10557125	10557125	Open PDF	Westergren	Westergren H, Yu WR, Farooque M, Holtz A, Olsson Y.	1999	Spinal Cord	No effect	Non-functional	Neuroprotection	Rat	SD	Adult	Male	387  g	Thoracic	Compression	Other	PGP9.5				50 g	Systemic	Hypothermia		30_C	5	5		Decrease		>=300, <400	>=300, <400			
10705928	10705928	Open PDF	Guven	Guven MB, Cirak B, Yuceer N, Ozveren F.	1999	Pediatr Neurosurg	No effect	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Female	160-200 g	Thoracic	Compression	Oxidative stress	lipid peroxidation (absorption of thiobarbituric acid reactive substances)			Aneurysm Clip	150 g	Systemic	Indomethacin	Intraperitoneal	3 mg/kg	8	8		Increase		>=100, <200	>=200, <300			
10776915	10776915		Chatzipanteli	Chatzipanteli K, Yanagawa Y, Marcillo AE, Kraydieh S, Yezierski RP, Dietrich WD.	2000	J Neurotrauma	Positive	Non-functional	Inflammation	Rat	SD	Adult	Female	250-300 g	Thoracic	Contusion	Inflammatory cells	myeloperoxidase (neutrophil accumulation)	511.3 [143.1]		NYU impactor	10 g x 12.5 mm	Systemic	Hypothermia		32_C	4	4	4	Decrease		>=200, <300	>=300, <400		511,3	143,1
10790883	10790883	Open PDF	Yick	Yick LW, Wu W, So KF, Yip HK, Shum DK.	2000	Neuroreport	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Axonal regeneration	% of Clarke neurons retrogradely labeled with Fluoro-Gold	5.8 [0]	Hemisection			Local	Chondroitinase ABC	Gelfoam	10 _l at 1,0 U/ml = 0,01 U	6	6		Increase		>=200, <300	>=200, <300		5,8	0
10790883	10790883	Open PDF	Yick	Yick LW, Wu W, So KF, Yip HK, Shum DK.	2000	Neuroreport	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Axonal regeneration	% of Clarke neurons retrogradely labeled with Fluoro-Gold	2 [0]	Hemisection			Local	Chondroitinase ABC	Gelfoam	10 _l at 2,5 U/ml = 0,025 U	8	6		Increase		>=200, <300	>=200, <300		2	0
10790883	10790883	Open PDF	Yick	Yick LW, Wu W, So KF, Yip HK, Shum DK.	2000	Neuroreport	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Female	200-250 g	Thoracic	Partial transection	Axonal regeneration	% of Clarke neurons retrogradely labeled with Fluoro-Gold	12.8 [0]	Hemisection			Local	Chondroitinase ABC	Gelfoam	10 _l at 5,0 U/ml = 0,05 U	6	6		Increase		>=200, <300	>=200, <300		12,8	0
10869502	10869502	Open PDF	Mu	Mu X, Azbill RD, Springer JE.	2000	Brain Res	Positive	Non-functional	Secondary degeneration	Rat	Long-Evans	Adult	Female	225-250 g	Thoracic	Contusion	Oxidative stress	synaptosomes examined, improvement of mitochondrial function			NYU impactor	12.5 mm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	9	9		Decrease	4 h	>=200, <300	>=200, <300			
10869502	10869502	Open PDF	Mu	Mu X, Azbill RD, Springer JE.	2000	Brain Res	Positive	Non-functional	Secondary degeneration	Rat	Long-Evans	Adult	Female	225-250 g	Thoracic	Contusion	Oxidative stress	decrease of MDA level, improvement of mitochondrial function, reactive oxygen species level, thiobarbituric acid reactive product level, glutamate and glucose levels			NYU impactor	12.5 mm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	9	9		Decrease		>=200, <300	>=200, <300			
10869502	10869502	Open PDF	Mu	Mu X, Azbill RD, Springer JE.	2000	Brain Res	Positive	Non-functional	Secondary degeneration	Rat	Long-Evans	Adult	Female	225-250 g	Thoracic	Contusion	Oxidative stress	synaptosomes examined, enhancement of glutamate and glucose uptake			NYU impactor	12.5 mm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	9	9		Decrease	4 h	>=200, <300	>=200, <300			
10879763	10879763		Yu, CG	Yu CG, Jimenez O, Marcillo AE, Weider B, Bangerter K, Dietrich WD, Castro S, Yezierski RP.	2000	J_Neurosurg	Positive	Functional	Locomotor test	Rat	SD	Adult	Female	225-275 g	Thoracic	Contusion	BBB		13.3 [10.8]		NYU impactor	10 g x 12.5 mm	Systemic	Hypothermia		32-33_C	19	17		Increase		>=200, <300	>=200, <300	42	13,3	10,8
10879763	10879763		Yu, CG	Yu CG, Jimenez O, Marcillo AE, Weider B, Bangerter K, Dietrich WD, Castro S, Yezierski RP.	2000	J_Neurosurg	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Female	225-275 g	Thoracic	Contusion	Lesion volume	16 longitudinal sections through injured cord			NYU impactor	10 g x 12.5 mm	Systemic	Hypothermia		32-33_C	19	17		Decrease	6 w	>=200, <300	>=200, <300			
10898365	10898365	Open PDF	Westergren	Westergren H, Farooque M, Olsson Y, Holtz A.	2000	Acta Neurochir	No effect	Functional	Locomotor test	Rat	SD	Adult	Male	350-500 g	Thoracic	Compression	Inclined plane test					35 g	Systemic	Hypothermia		30_C	14	12		No change	2 w	>=300, <400	>=500			
10898365	10898365	Open PDF	Westergren	Westergren H, Farooque M, Olsson Y, Holtz A.	2000	Acta Neurochir	No effect	Functional	Locomotor test	Rat	SD	Adult	Male	350-500 g	Thoracic	Compression	Open field	hindlimb motor scores				35 g	Systemic	Hypothermia		30_C	14	12		No change	2 w	>=300, <400	>=500			
10908929	10908929	Open PDF	Jou	Jou IM.	2000	Spine	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Not defined	290-340 g	Cervical	Compression	Lesion volume	less tissue destruction at injury epicenter			Clip		Systemic	Hypothermia		34_C	12	12		Decrease		>=200, <300	>=300, <400			
10908929	10908929	Open PDF	Jou	Jou IM.	2000	Spine	Positive	Functional	Locomotor test	Rat	SD	Adult	Not defined	290-340 g	Cervical	Compression	Open field				Clip		Systemic	Hypothermia		34_C	12	12		Increase	3 d	>=200, <300	>=300, <400			
10908929	10908929	Open PDF	Jou	Jou IM.	2000	Spine	Positive	Functional	Electrophysiology	Rat	SD	Adult	Not defined	290-340 g	Cervical	Compression	Somatosensory evoked potentials				Clip		Systemic	Hypothermia		34_C	12	12		Increase	0 h	>=200, <300	>=300, <400			
10925216	10925216	Open PDF	Labombarda	Labombarda F, Gonzalez S, Roig P, Lima A, Guennoun R, Schumacher M, De Nicola AF.	2000	J Steroid Biochem Mol Biol	Positive	Non-functional	Neuroprotection	Rat	SD	Adult	Male	250-300 g	Thoracic	Complete transection	Cell loss	SCI rats: number of NADPH-diaphorase active (NOS) astrocytes in grey and white matter above and below the injury but not far caudal to it					Systemic	Progesterone	Subcutaneous	4 mg/kg	4	4	4	Decrease	75 h	>=200, <300	>=300, <400			
10925216	10925216	Open PDF	Labombarda	Labombarda F, Gonzalez S, Roig P, Lima A, Guennoun R, Schumacher M, De Nicola AF.	2000	J Steroid Biochem Mol Biol	No effect	Non-functional	Neuroprotection	Rat	SD	Adult	Male	250-300 g	Thoracic	Complete transection	Cell loss	sham-injured rats: number of GFAP-expressing astrocytes (activated cells) (GFAP increased in all areas measured by SCI alone)					Systemic	Progesterone	Subcutaneous	4 mg/kg	4	4	4	Decrease	75 h	>=200, <300	>=300, <400			
11011817	11011817	Open PDF	Mu	Mu X, Azbill RD, Springer JE.	2000	J Neurotrauma	Positive	Functional	Locomotor test	Rat	Long-Evans	Adult	Female	225-250 g	Thoracic	Contusion	BBB	vehicle = 9,7 and 10,5; Riluzole + MP = 12,5 and 13,7 at 5 and 6w			NYU impactor	12.5 mm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	9	9		Increase		>=200, <300	>=200, <300	42	13,5	10,2
11011817	11011817	Open PDF	Mu	Mu X, Azbill RD, Springer JE.	2000	J Neurotrauma	Positive	Non-functional	Secondary degeneration	Rat	Long-Evans	Adult	Female	225-250 g	Thoracic	Contusion	Lesion volume	significantly increased spared tissue			NYU impactor	12.5 mm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	9	9		Increase		>=200, <300	>=200, <300			
11011817	11011817	Open PDF	Mu	Mu X, Azbill RD, Springer JE.	2000	J Neurotrauma	No effect	Functional	Locomotor test	Rat	Long-Evans	Adult	Female	225-250 g	Thoracic	Contusion	BBB				NYU impactor	12.5 mm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	9	9		No change		>=200, <300	>=200, <300	42	11	10,2
11011817	11011817	Open PDF	Mu	Mu X, Azbill RD, Springer JE.	2000	J Neurotrauma	No effect	Non-functional	Secondary degeneration	Rat	Long-Evans	Adult	Female	225-250 g	Thoracic	Contusion	Lesion volume	Cavitation			NYU impactor	12.5 mm	Systemic	Riluzole	Intraperitoneal	8 mg/kg	9	9		No change		>=200, <300	>=200, <300			
11031083	11031083	Open PDF	Mabon	Mabon PJ, Weaver LC, Dekaban GA.	2000	Exp Neurol	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Male	250-300 g	Thoracic	Complete transection	Inflammatory cells	neutrophils decreased					Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg or 5 mg/kg	8	4		Decrease	2 d	>=200, <300	>=300, <400			
11031083	11031083	Open PDF	Mabon	Mabon PJ, Weaver LC, Dekaban GA.	2000	Exp Neurol	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Male	250-300 g	Thoracic	Complete transection	Inflammatory cells	macrophages decreased					Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg or 5 mg/kg	9	4		Decrease	2 d	>=200, <300	>=300, <400			
11031083	11031083	Open PDF	Mabon	Mabon PJ, Weaver LC, Dekaban GA.	2000	Exp Neurol	Positive	Non-functional	Inflammation	Rat	Wistar	Adult	Male	250-300 g	Thoracic	Complete transection	Inflammatory cells	macrophages decreased					Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg or 5 mg/kg	8	4		Decrease	2 d	>=200, <300	>=300, <400			
11031083	11031083	Open PDF	Mabon	Mabon PJ, Weaver LC, Dekaban GA.	2000	Exp Neurol	No effect	Non-functional	Inflammation	Rat	Wistar	Adult	Male	250-300 g	Thoracic	Complete transection	Inflammation						Systemic	Anti-CD11d Antibody	Intravenous	1 mg/kg or 5 mg/kg	8	4		No change	2 d	>=200, <300	>=300, <400			
11045677	11045677	Open PDF	Yu, WR	Yu WR, Westergren H, Farooque M, Holtz A, Olsson Y.	2000	Acta Neuropathol	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	387 g	Thoracic	Compression	Lesion volume	cord cross sectional area, possible reason: reduced edema				35 g	Systemic	Hypothermia		30_C	5	5		Decrease	1 d	>=300, <400	>=300, <400			
11045677	11045677	Open PDF	Yu, WR	Yu WR, Westergren H, Farooque M, Holtz A, Olsson Y.	2000	Acta Neuropathol	Positive	Non-functional	Neuronal regeneration	Rat	SD	Adult	Male	387  g	Thoracic	Compression	Neurogenesis	MAP2 immunostaining at injury site				35 g	Systemic	Hypothermia		30_C	5	5		Increase	1 d	>=300, <400	>=300, <400			
11302627	11302627	Open PDF	Schwartz	Schwartz G, Fehlings MG.	2001	J Neurosurg	Positive	Functional	Locomotor test	Rat	Wistar	Adult	Female	225-280 g	Cervical	Compression	Inclined plane test				Extradural Clip	53 g	Systemic	Riluzole	Intraperitoneal	5 mg/kg	15	15		Increase		>=200, <300	>=200, <300			
11302627	11302627	Open PDF	Schwartz	Schwartz G, Fehlings MG.	2001	J Neurosurg	Positive	Functional	Locomotor test	Rat	Wistar	Adult	Female	225-280 g	Cervical	Compression	BBB				Extradural Clip	53 g	Systemic	Riluzole	Intraperitoneal	5 mg/kg	15	15		Increase		>=200, <300	>=200, <300	42	11,9	8,7
11302627	11302627	Open PDF	Schwartz	Schwartz G, Fehlings MG.	2001	J Neurosurg	Positive	Non-functional	Secondary degeneration	Rat	Wistar	Adult	Female	225-280 g	Cervical	Compression	Lesion volume	cavitation (LFB and H&E stained transverse spinal cord sections)			Extradural Clip	53 g	Systemic	Riluzole	Intraperitoneal	5 mg/kg	15	15		Decrease		>=200, <300	>=200, <300			
11302627	11302627	Open PDF	Schwartz	Schwartz G, Fehlings MG.	2001	J Neurosurg	Positive	Non-functional	Neuronal regeneration	Rat	Wistar	Adult	Female	225-280 g	Cervical	Compression	Axonal regeneration	FG-positive retrograde labeled neurons in the brain stem with significantly more neurons counted within the red nucleus			Extradural Clip	53 g	Systemic	Riluzole	Intraperitoneal	5 mg/kg	15	15		Increase		>=200, <300	>=200, <300			
11336442	11336442	Open PDF	Hains	Hains BC, Yucra JA, Hulsebosch CE.	2001	J Neurotrauma	Positive	Non-functional	Secondary degeneration	Rat	SD	Adult	Male	200-225 g	Thoracic	Contusion	Lesion volume	tissue sparing			NYU Weight Drop	10 g x 12.5 mm	Systemic	NS-398	Intraperitoneal	5 mg/kg	20	20		Increase		>=200, <300	>=200, <300			
11336442	11336442	Open PDF	Hains	Hains BC, Yucra JA, Hulsebosch CE.	2001	J Neurotrauma	Positive	Functional	Sensory test	Rat	SD	Adult	Male	200-225 g	Thoracic	Contusion	Mechanical allodynia				NYU Weight Drop	10 g x 12.5 mm	Systemic	NS-398	Intraperitoneal	5 mg/kg	20	20		Decrease		>=200, <300	>=200, <300			
11336442	11336442	Open PDF	Hains	Hains BC, Yucra JA, Hulsebosch CE.	2001	J Neurotrauma	Positive	Functional	Locomotor test	Rat	SD	Adult	Male	200-225 g	Thoracic	Contusion	BBB	NS-398 vs control: 17,4 vs 14,7			NYU Weight Drop	10 g x 12.5 mm	Systemic	NS-398	Intraperitoneal	5 mg/kg	20	20		Increase		>=200, <300	>=200, <300	28	17,4	14,7
11336442	11336442	Open PDF	Hains	Hains BC, Yucra JA, Hulsebosch CE.	2001	J Neurotrauma	Positive	Non-functional	Inflammation	Rat	SD	Adult	Male	200-225 g	Thoracic	Contusion	Pro-inflammatory Cytokine	PGE2 in caudal spinal cord			NYU Weight Drop	10 g x 12.5 mm	Systemic	NS-398	Intraperitoneal	5 mg/kg	20	20		Decrease		>=200, <300	>=200, <300			
11402362	11402362	Open PDF	Westergren	Westergren H, Farooque M, Olsson Y, Holtz A.	2001	Spinal Cord	No effect	Functional	Physiology	Rat	SD	Adult	Male	350-420 g	Thoracic	Compression	Blood circulation	spinal cord blood flow (SCBF), no significant reduction				35 g	Systemic	Hypothermia		30_C	6	6	6	No change		>=300, <400	>=400, <500			
11746451	11746451	Open PDF	Borgens	Borgens RB, Bohnert D.	2001	J Neurosci Res	Positive	Functional	Reflex	Guinea Pig	Not defined	Adult	Not defined	300 g	Thoracic	Crush	Skin muscle reflex	cutaneus trunci muscle (CTM) (skin muscle) reflex			Forceps		Systemic	Polyethylene Glycol (PEG)	Subcutaneous	1 cc of 30% w/w	10	10		Increase		>=300, <400	>=300, <400			
11746451	11746451	Open PDF	Borgens	Borgens RB, Bohnert D.	2001	J Neurosci Res	Positive	Functional	Electrophysiology	Guinea Pig	Not defined	Adult	Not defined	300 g	Thoracic	Crush	Somatosensory evoked potentials				Forceps		Systemic	Polyethylene Glycol (PEG)	Subcutaneous	1 cc of 30% w/w	10	10		Increase		>=300, <400	>=300, <400			
11746451	11746451	Open PDF	Borgens	Borgens RB, Bohnert D.	2001	J Neurosci Res	Positive	Functional	Reflex	Guinea Pig	Not defined	Adult	Not defined	300 g	Thoracic	Crush	Skin muscle reflex	cutaneus trunci muscle (CTM) (skin muscle) reflex			Forceps		Systemic	Polyethylene Glycol (PEG)	Subcutaneous	1 cc of 30% w/w	3	10		Increase		>=300, <400	>=300, <400			
11746451	11746451	Open PDF	Borgens	Borgens RB, Bohnert D.	2001	J Neurosci Res	Positive	Functional	Electrophysiology	Guinea Pig	Not defined	Adult	Not defined	300 g	Thoracic	Crush	Somatosensory evoked potentials				Forceps		Systemic	Polyethylene Glycol (PEG)	Subcutaneous	1 cc of 30% w/w	3	10		Increase		>=300, <400	>=300, <400			
11939502	11939502	Open PDF	Labombarda	Labombarda F, Gonzalez SL, Gonzalez DM, Guennoun R, Schumacher M, de Nicola AF.	2002	J Neurotrauma	Positive	Non-functional	Neuroprotection	Rat	SD	Adult	Male	250-300 g	Thoracic	Complete transection	Cell loss	choline acetyl transferase (ChAT) in motorneurons					Systemic	Progesterone	Subcutaneous	4 mg/kg	6	6	6	Decrease	75 h	>=200, <300	>=300, <400			
11939502	11939502	Open PDF	Labombarda	Labombarda F, Gonzalez SL, Gonzalez DM, Guennoun R, Schumacher M, de Nicola AF.	2002	J Neurotrauma	Positive	Non-functional	Molecular changes	Rat	SD	Adult	Male	250-300 g	Thoracic	Complete transection	Genetic transcription	expression of mRNA for _3 and _1 regulatory subunits of neuronal Na-K-ATPase					Systemic	Progesterone	Subcutaneous	4 mg/kg	6	6	6	Increase	75 h	>=200, <300	>=300, <400			
11939502	11939502	Open PDF	Labombarda	Labombarda F, Gonzalez SL, Gonzalez DM, Guennoun R, Schumacher M, de Nicola AF.	2002	J Neurotrauma	Positive	Non-functional	Non-neuronal cell changes	Rat	SD	Adult	Male	250-300 g	Thoracic	Complete transection	Protein expression	GAP-43 in motorneurons (upregulation of GAP-13 after SCI, further enhanced by treatment)					Systemic	Progesterone	Subcutaneous	4 mg/kg	6	6	6	Increase	75 h	>=200, <300	>=300, <400			
11948352	11948352	Open PDF	Bradbury	Bradbury EJ, Moon LD, Popat RJ, King VR, Bennett GS, Patel PN, Fawcett JW, McMahon SB.	2002	Nature	Positive	Functional	Electrophysiology	Rat	Wistar	Adult	Male		Cervical	Crush	Spinal cord evoked potentials	postsynaptic potentials 		Dorsal column			Local	Chondroitinase ABC	Intrathecal	6 _l at 10 U/ml = 0,06 U	12	12	12	Increase						
11948352	11948352	Open PDF	Bradbury	Bradbury EJ, Moon LD, Popat RJ, King VR, Bennett GS, Patel PN, Fawcett JW, McMahon SB.	2002	Nature	Positive	Functional	Locomotor test	Rat	Wistar	Adult	Male		Cervical	Crush	Walking analysis	gridwalk		Dorsal column			Local	Chondroitinase ABC	Intrathecal	6 _l at 10 U/ml = 0,06 U	12	12	12	Increase						
11948352	11948352	Open PDF	Bradbury	Bradbury EJ, Moon LD, Popat RJ, King VR, Bennett GS, Patel PN, Fawcett JW, McMahon SB.	2002	Nature	Positive	Functional	Locomotor test	Rat	Wistar	Adult	Male		Cervical	Crush	Walking analysis	stride width		Dorsal column			Local	Chondroitinase ABC	Intrathecal	6 _l at 10 U/ml = 0,06 U	12	12	12	Increase						
11948352	11948352	Open PDF	Bradbury	Bradbury EJ, Moon LD, Popat RJ, King VR, Bennett GS, Patel PN, Fawcett JW, McMahon SB.	2002	Nature	Positive	Functional	Locomotor test	Rat	Wistar	Adult	Male		Cervical	Crush	Walking analysis	stride length		Dorsal column			Local	Chondroitinase ABC	Intrathecal	6 _l at 10 U/ml = 0,06 U	12	12	12	Increase						
